fold,feature,importance
3,ChemEnv_std_T:4,8.868214327034463e-05
3,ChemEnv_std_S:4,0.0007172561893872374
3,ChemEnv_std_SY:4,8.246839370137934e-05
3,ChemEnv_std_SS:4,1.7063569239261087e-05
3,ChemEnv_std_PP:5,0.0
3,ChemEnv_std_S:5,0.002624047942159522
3,ChemEnv_std_T:5,5.967755268434527e-05
3,ChemEnv_std_O:6,0.005636611728211995
3,ChemEnv_std_T:6,0.00010530885973939914
3,ChemEnv_std_PP:6,0.0
3,ChemEnv_std_PB:7,0.0
3,ChemEnv_std_ST:7,0.0
3,ChemEnv_std_ET:7,0.0
3,ChemEnv_std_FO:7,2.150223673716489e-05
3,ChemEnv_std_C:8,0.00020060520915402008
3,ChemEnv_std_SA:8,0.001854617199751205
3,ChemEnv_std_SBT:8,0.0
3,ChemEnv_std_TBT:8,0.0
3,ChemEnv_std_DD:8,4.928073104120683e-05
3,ChemEnv_std_DDPN:8,0.0020681864575524183
3,ChemEnv_std_HB:8,0.0014266481672419807
3,ChemEnv_std_BO_1:8,2.9080829502374164e-05
3,ChemEnv_std_BO_2:8,0.0
3,ChemEnv_std_BO_3:8,2.9179092955603703e-06
3,ChemEnv_std_TC:9,0.0
3,ChemEnv_std_TT_1:9,3.630358136848377e-05
3,ChemEnv_std_TT_2:9,0.0
3,ChemEnv_std_TT_3:9,0.0003429828603123221
3,ChemEnv_std_TI:9,8.454767685613168e-07
3,ChemEnv_std_SMA:9,3.543934971615571e-05
3,ChemEnv_std_SS:9,5.422299896860363e-05
3,ChemEnv_std_TO_1:9,0.0
3,ChemEnv_std_TO_2:9,5.707567477734086e-06
3,ChemEnv_std_TO_3:9,0.0
3,ChemEnv_std_PP:10,0.0
3,ChemEnv_std_PA:10,0.000707795983152847
3,ChemEnv_std_SBSA:10,0.0
3,ChemEnv_std_MI:10,0.0013581446177090642
3,ChemEnv_std_BS_1:10,1.7498900783617762e-05
3,ChemEnv_std_BS_2:10,0.000255009868497961
3,ChemEnv_std_TBSA:10,0.0
3,ChemEnv_std_PCPA:11,0.0
3,ChemEnv_std_H:11,2.496585368955577e-07
3,ChemEnv_std_DI:11,0.00036604780927293175
3,ChemEnv_std_I:12,0.0005165442846676595
3,ChemEnv_std_PBP:12,0.00010124636033242355
3,ChemEnv_std_TT:12,0.0006310752103549043
3,ChemEnv_std_C:12,0.0009364737053553126
3,ChemEnv_std_AC:12,0.0005329317279474365
3,ChemEnv_std_HP:12,0.0
3,ChemEnv_std_HA:12,0.0
3,ChemEnv_min_S:1,0.0003233849478312341
3,ChemEnv_min_L:2,0.0008726538518101059
3,ChemEnv_min_A:2,0.0
3,ChemEnv_min_TL:3,0.0
3,ChemEnv_min_TY:3,2.3622325569935023e-05
3,ChemEnv_min_T:4,4.2267814438257036e-05
3,ChemEnv_min_S:4,0.0
3,ChemEnv_min_SY:4,6.974636348427948e-05
3,ChemEnv_min_SS:4,0.0
3,ChemEnv_min_S:5,1.0037227415852454e-06
3,ChemEnv_min_T:5,0.00036126142296773883
3,ChemEnv_min_O:6,0.0
3,ChemEnv_min_T:6,0.0
3,ChemEnv_min_PB:7,0.0
3,ChemEnv_min_ST:7,0.0
3,ChemEnv_min_FO:7,0.0
3,ChemEnv_min_C:8,8.527846605879485e-05
3,ChemEnv_min_HB:8,1.206087862007523e-06
3,ChemEnv_min_BO_1:8,6.933299845171255e-05
3,ChemEnv_min_BO_2:8,4.845431910398798e-05
3,ChemEnv_min_TT_2:9,0.0
3,ChemEnv_min_TT_3:9,0.0
3,ChemEnv_min_SS:9,0.0
3,ChemEnv_min_TO_2:9,0.0
3,ChemEnv_min_PA:10,0.00010419789495545408
3,ChemEnv_min_MI:10,3.3844327954469647e-06
3,ChemEnv_min_BS_1:10,6.930758366147604e-05
3,ChemEnv_min_BS_2:10,4.58073011375019e-06
3,ChemEnv_min_H:11,0.0
3,ChemEnv_min_I:12,1.899084968076409e-05
3,ChemEnv_min_C:12,0.03915033669782007
3,ChemEnv_min_AC:12,0.0005957382086522701
